0;0
4;5
4;6
4;7
4;8
4;9
4;10
11;12
4;13
11;14
4;15
11;16
11;17
11;18
11;19
20;21
11;22
20;23
20;24
11;25
20;26
27;28
30;31
30;33
32;34
30;36
32;37
35;38
30;39
32;40
35;41
30;42
32;43
35;44
30;45
32;46
35;47
30;48
35;49
30;50
32;51
35;52
35;53
30;54
32;55
35;56
30;57
32;58
35;59
30;60
32;61
32;62
35;63
30;64
35;65
30;66
35;67
30;68
69;70
30;71
30;72
