0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;33;33;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;36;36;36;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;36;36;36;36;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
36;36;36;36;36;36;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
36;36;36;36;36;36;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
36;36;36;36;36;36;36;0;36;36;36;0;0;0;0;0;0;0;0;0;39;39;39;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
36;36;36;36;36;36;36;36;36;36;36;36;0;0;0;0;0;0;0;39;39;39;39;39;39;39;39;39;39;39;39;39;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;36;36;36;36;36;0;36;36;36;36;36;36;0;0;0;0;0;0;39;39;39;39;39;39;0;39;39;39;39;39;39;0;0;0;0;45;0;0;0;0;6;6;6;6;6;0;0;0;0
0;36;36;36;36;36;0;36;36;36;36;36;36;0;0;0;0;0;0;39;39;39;39;39;39;39;39;39;39;39;39;39;0;0;0;0;45;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;0;0;36;36;36;36;36;36;36;0;0;0;0;0;0;39;39;39;39;39;39;39;39;39;39;39;0;0;0;0;0;45;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;0;0;36;36;36;36;36;36;36;36;0;0;0;0;0;0;39;39;39;39;39;39;39;39;39;0;0;0;0;0;0;45;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;0;0;36;36;36;36;36;36;36;36;36;0;0;0;0;0;0;39;39;39;39;39;39;39;0;0;0;0;0;0;0;45;0;0;0;0;0;6;6;6;0;0;0;0;0
0;0;0;0;0;0;0;36;36;36;36;36;36;36;36;36;0;0;0;0;0;0;0;39;39;39;39;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;36;36;36;36;36;36;36;36;36;36;0;0;0;0;0;0;0;39;39;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;36;36;36;36;36;36;36;36;36;36;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
