0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0;0;0;0
0;0;7;0;0;0;0;0;0;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;10;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;12;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;6;6;6;6;6;0;0;0;0
2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;6;6;6;6;6;0;0;0;0
2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;22;22;22;22;22;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;0;0;6;6;6;6;6;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;22;22;22;22;22;22;22;22;22;0;0;0;0;0;0;0;0;2;2;2;2;2;2;0;0;6;6;6;6;6;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;22;22;22;22;22;22;22;22;22;22;22;0;0;0;0;0;0;0;2;2;2;2;2;2;0;0;6;6;6;6;6;0;0;0;0
0;2;2;2;2;2;0;0;0;0;0;0;0;0;22;22;22;22;22;22;22;22;22;22;22;22;22;0;0;0;0;0;0;2;2;2;2;2;0;0;0;6;6;6;6;6;0;0;0;0
0;2;2;2;2;2;0;0;0;0;0;0;0;0;22;22;22;22;22;22;22;22;22;22;22;22;22;22;0;0;0;0;0;2;2;2;2;2;0;0;0;6;6;6;6;6;0;0;0;0
0;2;2;2;2;2;2;0;0;0;0;0;0;22;22;22;22;22;22;0;0;0;22;22;22;22;22;22;0;0;0;0;2;2;2;2;2;2;0;0;0;6;6;6;6;6;0;0;0;0
0;0;2;2;2;2;2;0;0;0;0;0;0;22;22;22;22;22;0;0;0;0;0;22;22;22;22;22;0;0;0;0;2;2;2;2;2;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;2;2;2;2;2;0;0;0;0;0;0;22;22;22;22;22;0;0;0;0;0;22;22;22;22;22;0;0;0;0;2;2;2;2;2;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;2;2;2;2;2;2;0;0;0;0;0;22;22;22;22;22;22;0;0;0;22;22;22;22;22;22;0;0;0;2;2;2;2;2;2;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;2;2;2;2;2;0;0;0;0;0;0;22;22;22;22;22;22;22;22;22;22;22;22;22;22;0;0;0;2;2;2;2;2;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;2;2;2;2;2;0;0;0;0;0;0;22;22;22;22;22;22;22;22;22;22;22;22;22;0;0;0;0;2;2;2;2;2;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;22;22;22;22;22;22;22;22;22;22;22;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;22;22;22;22;22;22;22;22;22;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;22;22;22;22;22;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;33;33;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;33;33;33;0;0;6;6;6;6;6;0;0;0;0
0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;33;33;33;0;0;0;6;6;6;6;6;0;0;0;0
