0;0
1;2
1;3
1;4
5;6
1;7
5;8
5;9
5;10
5;11
5;13
12;14
5;15
12;16
5;17
12;18
19;20
21;22
21;23
21;24
21;27
25;28
26;29
21;30
25;31
26;32
21;33
25;34
26;35
21;36
25;37
26;38
21;39
25;40
26;41
25;42
26;43
25;44
26;45
21;46
25;47
26;48
21;49
26;50
25;51
26;52
21;53
25;54
26;55
21;56
25;57
26;58
21;59
26;61
26;62
