0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;5;5;3;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0;0;0;0
0;0;7;0;0;0;0;0;0;1;0;0;0;0;8;5;5;3;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;6;6;6;0;0;0;0
0;0;0;10;0;0;0;0;0;0;0;0;11;11;8;5;5;3;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;6;6;6;0;0;0;0
0;0;0;0;12;0;0;0;0;0;0;13;11;11;8;5;5;3;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;6;6;6;0;0;0;0
0;0;0;0;0;0;0;0;0;0;14;13;11;11;8;5;5;3;0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;9;6;6;6;6;0;0;0;0
0;0;0;0;0;0;0;0;15;15;14;13;11;11;8;5;5;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;9;6;6;6;6;0;0;0;0
0;0;0;0;0;0;0;16;15;15;14;13;11;11;8;5;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;9;6;6;6;6;0;0;0;0
0;0;0;0;0;17;17;16;15;15;14;13;11;11;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;9;6;6;6;6;0;0;0;0
0;0;0;0;18;17;17;16;15;15;14;13;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;9;6;6;6;6;0;0;0;0
